104.18.90.118,SJC,North America,San Jose,158 ms
104.18.222.168,SJC,North America,San Jose,159 ms
104.18.105.153,SJC,North America,San Jose,159 ms
104.18.78.248,SJC,North America,San Jose,159 ms
104.19.149.99,SJC,North America,San Jose,159 ms
