104.16.209.28,HKG,Asia Pacific,Hong Kong,165 ms
104.16.35.45,HKG,Asia Pacific,Hong Kong,165 ms
104.22.49.222,HKG,Asia Pacific,Hong Kong,166 ms
172.67.36.166,HKG,Asia Pacific,Hong Kong,167 ms
104.22.56.29,HKG,Asia Pacific,Hong Kong,168 ms
